,Unnamed: 0,id,Name,Age,Gender,Qualification_type,Job_Type,Race,GPA,Interviewed
1905,1905,1906,Kaila Persian,25,F,1,Support,White,2.3,1
1906,1906,1907,Danica Eddy,58,F,2,Engineering,Asian,2.3,1
1907,1907,1908,Prent Louisot,31,M,1,Business Development,Latino,2.7,1
1908,1908,1909,Troy Finnan,35,M,2,Sales,Black,2.3,0
1909,1909,1910,Vicki Blincoe,49,F,4,Support,Asian,1.3,1
1910,1910,1911,Harley MacDermand,47,M,1,Support,Other,3.0,1
1911,1911,1912,Marcellus Petroselli,52,M,3,Services,Black,3.3,1
1912,1912,1913,Farrand Sidwell,51,F,1,Product Management,White,1.0,1
1913,1913,1914,Felicle Wormleighton,60,F,3,Legal,Latino,1.3,0
1914,1914,1915,Brewster Lipyeat,34,M,3,Services,Black,2.3,0
1915,1915,1916,Virginia Acres,22,F,2,Services,Latino,1.7,0
1916,1916,1917,Avril Byllam,30,F,5,Sales,Asian,3.0,1
1917,1917,1918,Ash Bocken,43,M,5,Legal,Other,1.7,1
1918,1918,1919,Cedric Artinstall,28,M,5,Services,Black,4.0,1
1919,1919,1920,Nickey Jinkinson,47,M,4,Support,Latino,2.0,1
1920,1920,1921,Garrik Etuck,60,M,1,Sales,Other,2.3,1
1921,1921,1922,Decca Godson,54,M,5,Legal,Black,0.0,1
1922,1922,1923,Sol Durran,36,M,1,Product Management,White,1.3,0
1923,1923,1924,Angel Goodrum,47,M,5,Training,White,0.0,1
1924,1924,1925,Wye While,55,M,4,Engineering,Latino,1.7,1
1925,1925,1926,Margarette Villaret,60,F,1,Human Resources,Latino,3.7,0
1926,1926,1927,Ronny Dable,29,F,4,Engineering,White,3.0,0
1927,1927,1928,Kincaid Persich,47,M,5,Sales,Asian,3.7,0
1928,1928,1929,Wesley Dawby,33,M,3,Legal,Latino,3.0,0
1929,1929,1930,Corbie Flemyng,27,M,1,Services,Other,3.0,0
1930,1930,1931,Rica Goldthorpe,31,F,5,Engineering,Other,1.7,0
1931,1931,1932,Jude Cake,41,M,2,Support,White,1.7,1
1932,1932,1933,Claudian Fewster,58,M,3,Legal,Black,1.0,1
1933,1933,1934,Nathanael Gabbat,42,M,4,Accounting,Black,3.7,1
1934,1934,1935,Antonio Gregoratti,24,M,5,Services,Asian,1.3,1
1935,1935,1936,Lotta Cholomin,55,F,5,Engineering,Latino,1.3,0
1936,1936,1937,Reamonn Issit,39,M,5,Services,Latino,3.7,0
1937,1937,1938,Lavinie Torald,27,F,5,Research and Development,Latino,1.3,1
1938,1938,1939,Tannie Boseley,59,M,1,Marketing,Latino,2.7,1
1939,1939,1940,Stephine Cufley,40,F,3,Legal,Latino,3.3,0
1940,1940,1941,Boy Luter,37,M,3,Legal,Other,0.0,0
1941,1941,1942,Carlie Cratchley,36,F,5,Engineering,Black,2.3,0
1942,1942,1943,Andi Attwater,42,F,3,Training,Latino,1.7,0
1943,1943,1944,Dale Hubert,57,F,1,Marketing,Asian,2.7,1
1944,1944,1945,Cherianne Smale,55,F,2,Sales,Latino,4.0,0
1945,1945,1946,Katuscha Adlam,31,F,3,Human Resources,Asian,4.0,0
1946,1946,1947,Jaimie Chance,55,M,3,Engineering,Asian,0.7,0
1947,1947,1948,Rahel Sherrott,45,F,3,Accounting,Latino,1.0,0
1948,1948,1949,Dacia Coopland,57,F,5,Research and Development,Latino,3.7,0
1949,1949,1950,Elga Markson,22,F,4,Training,Black,3.0,1
1950,1950,1951,Vernor Lente,57,M,1,Business Development,Latino,2.3,0
1951,1951,1952,Carmine O'Hartigan,56,M,3,Accounting,Asian,1.7,1
1952,1952,1953,Dewitt de Tocqueville,36,M,5,Marketing,White,2.0,1
1953,1953,1954,Cad Wheadon,57,M,4,Legal,Other,0.7,1
1954,1954,1955,Shaw Alyutin,30,M,5,Legal,Other,3.3,0
1955,1955,1956,Paulina Ivashev,32,F,1,Accounting,Black,2.7,1
1956,1956,1957,Fairleigh Slarke,31,M,3,Legal,Latino,2.3,0
1957,1957,1958,Alis Haycock,36,F,5,Sales,White,3.0,1
1958,1958,1959,Devin Huniwall,43,M,2,Human Resources,Asian,3.7,1
1959,1959,1960,Cassius Cresser,41,MISSING,1,Business Development,White,1.0,0
1960,1960,1961,Colman MacCulloch,59,M,4,Services,Other,3.3,1
1961,1961,1962,Marline Haizelden,34,F,1,Engineering,Black,1.7,1
1962,1962,1963,Reg Bullick,36,M,4,Product Management,White,1.0,0
1963,1963,1964,Jolyn Tweedie,30,F,4,Business Development,Black,3.0,1
1964,1964,1965,Ruperto Sherland,37,M,2,Engineering,Black,3.7,0
1965,1965,1966,Jennine Beckles,30,MISSING,2,Product Management,Asian,2.0,0
1966,1966,1967,Genni Lawly,25,F,1,Marketing,Black,1.0,0
1967,1967,1968,Isabella Tailby,43,F,4,Support,Latino,2.7,1
1968,1968,1969,Denise Khotler,37,F,4,Human Resources,White,3.3,1
1969,1969,1970,Anya LLelweln,36,MISSING,5,Legal,Black,2.0,0
1970,1970,1971,Lizabeth Lightbown,55,F,3,Human Resources,Black,3.0,1
1971,1971,1972,Currie Boston,59,M,3,Accounting,Other,1.7,0
1972,1972,1973,Elset Harback,25,MISSING,1,Business Development,Black,0.7,1
1973,1973,1974,Dale Leadstone,42,M,2,Engineering,Asian,2.0,1
1974,1974,1975,Fredric Vasilenko,29,M,1,Accounting,White,1.3,0
1975,1975,1976,Bethanne Koschke,51,F,1,Sales,White,2.3,0
1976,1976,1977,Katey Bloggett,50,F,1,Engineering,Black,3.0,1
1977,1977,1978,Penrod Hardistry,56,M,3,Support,Other,0.7,1
1978,1978,1979,Perl Hallt,35,F,2,Human Resources,Latino,3.0,1
1979,1979,1980,Cam Di Pietro,39,M,3,Sales,Other,3.3,0
1980,1980,1981,Trueman Mantz,27,M,1,Research and Development,Black,2.7,0
1981,1981,1982,Gerrie Maginot,58,F,2,Sales,Asian,3.0,0
1982,1982,1983,Dalli Harbach,49,M,4,Product Management,White,2.0,1
1983,1983,1984,Renaldo Hambleton,42,M,4,Accounting,Asian,3.7,0
1984,1984,1985,Erin Hullock,52,F,2,Sales,Black,2.0,0
1985,1985,1986,Austin O'Currane,53,F,1,Support,Latino,3.7,0
1986,1986,1987,Cornall Harder,46,M,3,Human Resources,Other,3.0,0
1987,1987,1988,Bucky Chittey,33,M,5,Human Resources,Asian,1.0,1
1988,1988,1989,Jaymie Bridgwood,45,M,5,Support,Asian,3.7,1
1989,1989,1990,Vaughan Filipic,50,M,5,Product Management,Latino,3.0,1
1990,1990,1991,Rea Ogilvie,58,F,3,Research and Development,Black,1.0,1
1991,1991,1992,Anselm Gerg,33,M,1,Human Resources,Asian,2.3,0
1992,1992,1993,Verene Lerigo,29,F,5,Product Management,Black,2.0,0
1993,1993,1994,Annamaria Mapletoft,36,F,1,Sales,Asian,3.3,1
1994,1994,1995,Robinet Groger,60,M,3,Human Resources,Asian,4.0,1
1995,1995,1996,Federico Crathorne,21,X,5,Accounting,Latino,0.7,0
1996,1996,1997,Patience Clash,36,F,4,Services,White,2.3,1
1997,1997,1998,Pippo Gooble,37,MISSING,2,Product Management,Black,1.3,0
1998,1998,1999,Sig Andreasen,56,MISSING,1,Engineering,Asian,3.7,0
1999,1999,2000,Ravi Maseyk,39,M,3,Business Development,White,2.7,1
2000,2000,2001,Othello Buck,56,M,1,Accounting,Asian,0.7,1
2001,2001,2002,Jeane Shellshear,40,F,4,Accounting,Other,1.3,1
2002,2002,2003,Colman Quickfall,31,M,3,Product Management,Asian,2.3,0
2003,2003,2004,Lorenza Decreuze,35,F,3,Research and Development,Black,1.3,0
2004,2004,2005,Joeann Garforth,41,F,5,Sales,White,1.7,0
2005,2005,2006,Jobina Langhorne,24,F,5,Support,Latino,1.0,0
2006,2006,2007,Emmott Yoslowitz,60,MISSING,5,Engineering,Latino,1.0,1
2007,2007,2008,Cary Meach,52,M,4,Product Management,Black,1.3,1
2008,2008,2009,Winston Rylands,60,M,5,Support,Other,0.0,0
2009,2009,2010,Amber Roston,60,F,2,Legal,Other,3.0,1
2010,2010,2011,Lockwood Brunt,49,M,1,Research and Development,White,2.7,0
2011,2011,2012,Udall Jesse,31,M,4,Legal,Other,3.0,0
2012,2012,2013,Tybie Spick,41,F,2,Business Development,White,1.7,0
2013,2013,2014,Alfons Clipson,51,M,3,Engineering,Asian,4.0,1
2014,2014,2015,Gabie Dimelow,25,F,2,Accounting,Other,3.7,1
2015,2015,2016,Wittie Margetts,37,M,2,Human Resources,Black,3.7,1
2016,2016,2017,Bee Kapiloff,50,F,5,Sales,Black,2.7,1
2017,2017,2018,Willie Di Gregorio,52,F,1,Training,Black,0.7,1
2018,2018,2019,Jimmie Witten,21,M,5,Research and Development,Latino,2.7,1
2019,2019,2020,Tucker Sinderson,40,M,4,Human Resources,Asian,4.0,0
2020,2020,2021,Sylas Kinsley,32,M,2,Support,Other,1.7,0
2021,2021,2022,Sergei Shiels,51,M,4,Accounting,Asian,2.3,1
2022,2022,2023,Trent Foat,47,M,5,Services,White,1.0,0
2023,2023,2024,Marcella Robbel,42,F,1,Marketing,Latino,1.0,1
2024,2024,2025,Emylee Worviell,22,F,4,Marketing,White,2.7,1
2025,2025,2026,Clint Gillebride,38,M,5,Business Development,White,4.0,0
2026,2026,2027,Derby Reinbeck,53,M,1,Support,Latino,3.0,1
2027,2027,2028,Kele Schoenfisch,33,M,2,Business Development,Black,2.7,1
2028,2028,2029,Gasparo Khosa,60,M,2,Support,Latino,0.0,1
2029,2029,2030,Ludwig Saterweyte,58,M,3,Product Management,Asian,4.0,1
2030,2030,2031,Sianna Wharrier,36,F,2,Legal,Black,2.0,0
2031,2031,2032,Kristyn Fishpool,25,F,2,Support,Asian,3.3,1
2032,2032,2033,Valentin Dollar,53,M,4,Marketing,White,0.7,1
2033,2033,2034,Jeramey Kensy,47,M,5,Engineering,Black,2.7,1
2034,2034,2035,Benedetto Gainfort,53,M,3,Sales,White,4.0,0
2035,2035,2036,Osmund MacAne,28,M,2,Human Resources,Other,1.3,0
2036,2036,2037,Selene Astling,54,F,1,Business Development,White,1.3,0
2037,2037,2038,Kayley Collinette,24,F,5,Accounting,Black,4.0,0
2038,2038,2039,Layne Turner,60,F,5,Sales,Asian,3.0,1
2039,2039,2040,Townie Farnie,58,M,5,Services,Other,0.0,0
2040,2040,2041,Domingo Wordesworth,45,M,5,Research and Development,Black,0.7,0
2041,2041,2042,Sigrid Cornier,45,F,2,Marketing,White,1.7,1
2042,2042,2043,Daphne Beasleigh,37,F,3,Accounting,Other,2.7,1
2043,2043,2044,Jeffry Pollastrino,32,M,3,Product Management,Black,0.7,1
2044,2044,2045,Marcie Aspy,49,F,5,Engineering,Black,1.3,1
2045,2045,2046,Liza Gaishson,57,F,2,Product Management,White,2.0,0
2046,2046,2047,Lindie Stoltz,57,F,5,Accounting,White,1.0,0
2047,2047,2048,Tate Lawley,29,M,3,Services,Other,0.7,1
2048,2048,2049,Francene Queen,25,F,3,Engineering,Asian,1.0,1
2049,2049,2050,Randie Gemson,21,F,5,Training,Other,0.7,1
2050,2050,2051,Patrizius Pietrowski,37,M,4,Engineering,Latino,2.7,1
2051,2051,2052,Kimberli Spraggs,43,F,5,Services,Black,0.7,0
2052,2052,2053,Evyn Izkoveski,57,M,1,Accounting,Black,4.0,0
2053,2053,2054,Dew Bocking,21,M,4,Sales,White,3.0,1
2054,2054,2055,Verne Boeter,49,M,1,Training,Other,0.7,1
2055,2055,2056,Michaella Longhurst,46,F,4,Services,White,3.3,1
2056,2056,2057,Harbert Pendrigh,41,M,4,Training,Black,2.0,1
2057,2057,2058,Way Joburn,59,M,5,Services,White,3.0,0
2058,2058,2059,Tillie Millington,49,F,1,Product Management,Latino,3.3,0
2059,2059,2060,Sissy Gibben,26,F,5,Accounting,Black,4.0,1
2060,2060,2061,Dorothee Stoite,50,F,1,Product Management,Latino,2.3,1
2061,2061,2062,Victoir Peto,58,M,2,Research and Development,White,3.7,1
2062,2062,2063,Antin Petrol,29,M,2,Engineering,Other,3.0,0
2063,2063,2064,Ad Matterdace,25,M,3,Accounting,Black,2.0,1
2064,2064,2065,Milo Zaczek,48,M,5,Training,Other,3.0,0
2065,2065,2066,Marlo Boustead,45,M,3,Services,Asian,4.0,0
2066,2066,2067,Bevin Glanders,30,M,1,Sales,Asian,2.0,0
2067,2067,2068,Dania Gillott,32,F,5,Research and Development,Black,1.7,0
2068,2068,2069,Westleigh Packman,58,M,5,Support,Latino,1.0,0
2069,2069,2070,Sorcha Dadds,46,F,3,Accounting,Latino,0.7,1
2070,2070,2071,Ellwood Escalero,40,M,1,Support,Latino,4.0,1
2071,2071,2072,Natala Cockney,35,F,2,Marketing,White,3.0,1
2072,2072,2073,Stefania Penylton,37,F,5,Human Resources,Black,2.0,0
2073,2073,2074,Elisabeth Swaile,23,F,4,Research and Development,Asian,4.0,0
2074,2074,2075,Laura Simka,59,F,4,Sales,Latino,3.3,0
2075,2075,2076,Joshia Curless,23,M,5,Legal,Latino,4.0,0
2076,2076,2077,Grantley Binnell,31,M,2,Support,Black,1.3,1
2077,2077,2078,Cherey Greguol,26,F,2,Engineering,Black,4.0,0
2078,2078,2079,Maybelle Havercroft,52,F,5,Product Management,Latino,2.3,1
2079,2079,2080,Avery Morcom,35,M,2,Training,Black,2.3,1
2080,2080,2081,Wilie Brotherheed,40,F,4,Product Management,White,2.0,0
2081,2081,2082,Corrine Antic,34,F,5,Services,Black,1.3,1
2082,2082,2083,Jojo Littrik,23,F,3,Legal,White,3.3,1
2083,2083,2084,Nikolaus Kirimaa,55,M,4,Support,Asian,1.3,0
2084,2084,2085,Chicky Jammes,31,F,2,Research and Development,Other,1.0,1
2085,2085,2086,Engelbert D'Alessandro,31,M,1,Accounting,White,2.3,0
2086,2086,2087,Jamesy Dawkins,44,M,3,Research and Development,Black,3.7,1
2087,2087,2088,Elisabeth Rengger,53,F,2,Sales,Other,4.0,0
2088,2088,2089,Brook Salvadori,37,M,5,Research and Development,White,3.0,1
2089,2089,2090,Pierette Batha,34,F,5,Legal,Asian,2.7,0
2090,2090,2091,Mathilda Igoe,21,F,1,Product Management,Other,1.3,0
2091,2091,2092,Izak Thys,47,M,2,Business Development,Latino,1.3,0
2092,2092,2093,Casar Keepin,23,M,2,Services,White,2.0,0
2093,2093,2094,Christina Sexten,38,F,2,Engineering,Latino,2.0,0
2094,2094,2095,Foster Kay,23,M,5,Engineering,White,1.0,0
2095,2095,2096,Flory Minget,44,M,4,Legal,Asian,2.3,0
2096,2096,2097,Jere Frankis,43,F,4,Training,Other,2.3,0
2097,2097,2098,Tana Treweke,40,F,4,Accounting,Asian,3.0,1
2098,2098,2099,Randy Danaher,34,M,3,Legal,Other,0.0,1
2099,2099,2100,Dorelia Sarle,56,F,2,Engineering,White,4.0,0
2100,2100,2101,Kalindi Keniwell,32,F,4,Product Management,Asian,3.0,0
2101,2101,2102,Janot Fawbert,34,F,1,Training,Other,2.0,1
2102,2102,2103,Bekki Cannaway,55,F,3,Human Resources,White,3.0,0
2103,2103,2104,Faustine Teresa,26,F,4,Marketing,Latino,4.0,1
2104,2104,2105,Geno Danielsohn,49,M,3,Engineering,Latino,0.0,1
2105,2105,2106,Reynolds Woollacott,27,M,3,Accounting,Other,1.0,0
2106,2106,2107,Kassandra Filoniere,26,F,1,Marketing,Asian,3.7,0
2107,2107,2108,Laird Pargent,22,M,3,Training,Latino,1.3,1
2108,2108,2109,Gunar Trinke,50,M,3,Engineering,White,1.7,1
2109,2109,2110,Lorette Gould,27,F,5,Legal,Other,3.3,0
2110,2110,2111,Manolo MacSwayde,56,M,5,Business Development,Asian,2.7,0
2111,2111,2112,Tades Kabos,51,M,4,Human Resources,Other,2.0,0
2112,2112,2113,Hamlin Snead,26,M,1,Accounting,Asian,1.0,0
2113,2113,2114,Harriet Sandercock,42,F,2,Support,Latino,0.0,1
2114,2114,2115,Gregoire Tawton,40,M,1,Business Development,Latino,0.0,0
2115,2115,2116,Vita Syde,52,F,5,Research and Development,Asian,2.0,0
2116,2116,2117,Chiquia Pacht,34,F,5,Support,Black,4.0,0
2117,2117,2118,Reeba Proud,22,F,5,Business Development,Asian,3.3,1
2118,2118,2119,Junie Dolden,21,F,5,Services,Black,3.0,1
2119,2119,2120,Devonna Hugnet,40,F,1,Engineering,Asian,1.3,0
2120,2120,2121,Wright Winterton,29,M,1,Human Resources,Asian,3.3,0
2121,2121,2122,Asa Kirtlan,24,M,5,Business Development,Other,2.7,0
2122,2122,2123,Wallis Luckcock,52,M,5,Training,Black,0.0,0
2123,2123,2124,Thomasina Hathaway,60,F,3,Research and Development,Latino,3.3,1
2124,2124,2125,Selia Yerill,42,F,3,Product Management,Black,1.0,1
2125,2125,2126,Raine Poulglais,30,F,2,Sales,Black,3.3,1
2126,2126,2127,Flora Pepineaux,45,F,2,Marketing,Latino,4.0,0
2127,2127,2128,Ingrid Beazer,58,F,5,Sales,Other,3.0,1
2128,2128,2129,Arda Klimkov,48,F,1,Sales,Asian,4.0,1
2129,2129,2130,Avrit Vigours,51,F,2,Services,Black,0.7,0
2130,2130,2131,Benedikt Petri,32,M,2,Research and Development,White,3.3,0
2131,2131,2132,Kally Mattioli,39,F,5,Research and Development,Latino,2.0,0
2132,2132,2133,Gaston Needs,43,M,5,Product Management,White,0.7,1
2133,2133,2134,Rabbi Firk,37,M,3,Accounting,Asian,3.0,1
2134,2134,2135,Mitchael Ziebart,45,M,5,Product Management,Latino,1.7,0
2135,2135,2136,Darcy Hallwood,57,F,3,Research and Development,Asian,2.3,1
2136,2136,2137,Warde Northen,24,M,2,Engineering,Black,3.3,1
2137,2137,2138,Em Cudby,28,F,1,Business Development,Asian,1.3,0
2138,2138,2139,Barbey Keitley,56,F,3,Product Management,Black,1.7,0
2139,2139,2140,Jdavie Hewertson,36,M,2,Accounting,Other,0.0,1
2140,2140,2141,Mack Piddock,41,M,5,Engineering,Latino,4.0,1
2141,2141,2142,Alvira Elwel,28,F,1,Product Management,Asian,2.3,0
2142,2142,2143,Brigg Sarvar,40,M,3,Research and Development,White,4.0,0
2143,2143,2144,Gregorio Gladbach,29,M,3,Research and Development,Other,3.3,0
2144,2144,2145,Horatius McCartan,21,M,3,Training,White,2.3,1
2145,2145,2146,Simone Shakesby,59,F,2,Research and Development,Asian,2.3,1
2146,2146,2147,Ailene Ladbrook,32,F,5,Support,Latino,3.0,0
2147,2147,2148,Dee dee Kenington,53,F,2,Services,Asian,3.7,0
2148,2148,2149,Leontyne de Vaen,53,F,5,Training,Other,1.7,0
2149,2149,2150,Luciano Kirkup,37,M,5,Product Management,Other,4.0,1
2150,2150,2151,Huntlee Giacomozzo,32,M,2,Human Resources,Latino,2.3,0
2151,2151,2152,Kalinda Tregian,41,F,3,Legal,Latino,4.0,1
2152,2152,2153,Marillin Diggens,53,F,4,Support,Black,2.7,1
2153,2153,2154,Bax Hendrix,40,M,1,Product Management,Black,1.7,0
2154,2154,2155,Mozelle Dancy,60,F,5,Engineering,Latino,3.3,0
2155,2155,2156,Eldon Grassot,30,M,2,Engineering,Asian,3.7,1
2156,2156,2157,Obadiah Gillion,58,M,3,Training,Asian,1.7,1
2157,2157,2158,Obadiah Sparks,42,M,5,Support,White,2.7,0
2158,2158,2159,Sheree Mayell,53,F,3,Research and Development,White,3.3,1
2159,2159,2160,Lethia Tolumello,23,F,4,Research and Development,Asian,2.0,1
2160,2160,2161,Daphne Crehan,32,F,3,Human Resources,White,0.0,1
2161,2161,2162,Terence Hastings,52,M,4,Business Development,White,3.0,0
2162,2162,2163,Jolie Happert,55,F,4,Training,Black,2.0,1
2163,2163,2164,Oswald Loble,45,M,5,Business Development,White,2.7,0
2164,2164,2165,Even Cotterill,34,M,3,Accounting,Other,2.0,1
2165,2165,2166,Maia Itzchaki,52,F,1,Marketing,White,3.0,1
2166,2166,2167,Gannie Upshall,48,M,5,Services,Other,3.3,0
2167,2167,2168,Odie Gash,36,M,3,Business Development,Other,1.0,1
2168,2168,2169,Clevie Secretan,30,M,5,Services,Other,0.0,1
2169,2169,2170,Nobe Bielfelt,34,M,4,Business Development,Black,1.7,1
2170,2170,2171,Maurizio Championnet,48,M,4,Sales,Other,1.7,1
2171,2171,2172,Sayres McArt,43,M,3,Legal,Other,0.0,0
2172,2172,2173,Viviyan Skeete,27,F,1,Product Management,Latino,2.7,1
2173,2173,2174,Querida Janatka,29,F,4,Research and Development,Latino,4.0,1
2174,2174,2175,Moyra Benting,40,F,4,Human Resources,Black,4.0,0
2175,2175,2176,Damita Wanek,48,F,4,Sales,Latino,2.3,1
2176,2176,2177,Thatcher Pergens,53,M,1,Training,Other,2.7,1
2177,2177,2178,Susann Fursse,24,F,3,Legal,Other,2.7,0
2178,2178,2179,Nigel Kybert,52,M,5,Engineering,Other,2.3,1
2179,2179,2180,Samuele Fischer,29,M,5,Business Development,Asian,1.0,1
2180,2180,2181,Koenraad Sprigings,29,M,2,Human Resources,Black,2.3,0
2181,2181,2182,Aloysius Ivanuschka,47,M,3,Engineering,Black,2.3,1
2182,2182,2183,Hamlen Vaskin,26,M,3,Sales,Other,0.0,1
2183,2183,2184,Rahel Whistance,50,F,1,Product Management,Other,1.7,0
2184,2184,2185,Sammy Wright,44,F,1,Sales,White,4.0,0
2185,2185,2186,Ettie Meadley,27,F,1,Support,Asian,3.7,1
2186,2186,2187,Munmro Zecchinii,32,M,3,Training,Latino,2.7,0
2187,2187,2188,Arte Corbally,52,M,4,Accounting,Other,2.7,1
2188,2188,2189,Godwin Taylor,40,M,3,Support,White,1.0,1
2189,2189,2190,Erv Werndly,54,M,1,Marketing,Latino,2.0,0
2190,2190,2191,Bary MacParlan,41,M,1,Marketing,Black,2.3,1
2191,2191,2192,Keene Densham,48,M,3,Research and Development,Black,2.0,0
2192,2192,2193,Federica Shoute,42,F,3,Sales,Latino,0.7,0
2193,2193,2194,Bradly Middlewick,52,M,4,Business Development,Other,0.7,0
2194,2194,2195,Kermy Duffan,59,M,4,Training,Black,0.0,1
2195,2195,2196,Moises Ertelt,59,M,3,Accounting,Other,3.0,0
2196,2196,2197,Bridgette MacCambridge,47,F,5,Training,Latino,0.7,0
2197,2197,2198,Alyssa Elsmore,59,F,5,Product Management,White,1.0,1
2198,2198,2199,Ali Ord,47,F,3,Training,Black,3.3,0
2199,2199,2200,Wenonah Rodger,28,F,1,Engineering,Asian,3.3,0
2200,2200,2201,Gayler Henderson,52,M,4,Business Development,Latino,1.0,0
2201,2201,2202,Andie McGeachie,44,M,1,Research and Development,Latino,3.0,1
2202,2202,2203,Keelia O'Dowd,30,F,3,Research and Development,Black,3.3,0
2203,2203,2204,Katrine Garrettson,47,F,4,Research and Development,Latino,0.7,1
2204,2204,2205,Llewellyn Pitway,44,M,1,Product Management,Other,4.0,1
2205,2205,2206,Kristopher Edgeson,28,M,2,Product Management,Latino,0.7,0
2206,2206,2207,Dalenna Shorter,54,F,5,Research and Development,Latino,3.3,0
2207,2207,2208,Wilone Sessions,33,F,2,Product Management,Other,2.3,1
2208,2208,2209,Krishna Lindemann,29,M,1,Sales,Latino,1.7,1
2209,2209,2210,Fanchette Summers,42,F,4,Sales,White,0.7,0
2210,2210,2211,Birgitta Shortland,44,F,5,Legal,Latino,1.7,0
2211,2211,2212,Lester Wassung,27,M,1,Support,White,0.7,1
2212,2212,2213,Melitta Vuittet,22,F,5,Marketing,Latino,2.3,1
2213,2213,2214,Essa Surridge,21,F,1,Support,Asian,1.0,0
2214,2214,2215,Des Canet,27,M,5,Human Resources,Latino,2.3,1
2215,2215,2216,Rory Sibbs,51,M,3,Training,Black,1.0,0
2216,2216,2217,Elnore Bremmell,27,F,1,Accounting,Black,2.0,1
2217,2217,2218,Carolann Moseby,46,F,4,Services,Asian,1.7,0
2218,2218,2219,Brigid Thornbarrow,59,F,1,Sales,Black,3.3,0
2219,2219,2220,Christabel Mousby,26,F,4,Legal,Asian,3.0,0
2220,2220,2221,Rene Gellier,37,M,2,Business Development,Black,4.0,1
2221,2221,2222,Maire McNelly,22,F,1,Support,White,2.7,1
2222,2222,2223,Brad Hughson,35,M,3,Marketing,Black,3.7,0
2223,2223,2224,Thurston Fuke,58,M,4,Legal,Other,1.3,1
2224,2224,2225,Barney Knight,31,M,4,Accounting,Other,0.0,1
2225,2225,2226,Tris Ronnay,43,M,4,Legal,Asian,2.3,0
2226,2226,2227,Garner Farnill,40,M,5,Sales,White,3.7,1
2227,2227,2228,Liana Greenlies,38,F,4,Sales,Black,0.7,1
2228,2228,2229,Lea Pawlik,40,F,1,Marketing,White,2.7,0
2229,2229,2230,Richmound Sahlstrom,29,M,3,Support,Black,2.3,1
2230,2230,2231,Broddy Haighton,45,M,1,Sales,Other,0.0,1
2231,2231,2232,Kym Godly,48,F,3,Product Management,Other,0.7,1
2232,2232,2233,Linette Castagneri,51,F,2,Engineering,Black,3.3,0
2233,2233,2234,Erda Fishly,47,F,4,Accounting,Asian,0.7,0
2234,2234,2235,Gabie Sporle,55,M,1,Product Management,White,0.0,0
2235,2235,2236,Owen Henric,52,M,3,Legal,Black,1.0,0
2236,2236,2237,Nina Griss,47,F,3,Business Development,Latino,2.3,0
2237,2237,2238,Rozelle Knowlys,52,F,5,Human Resources,Latino,1.0,0
2238,2238,2239,Edsel Dudley,43,M,1,Accounting,White,1.0,1
2239,2239,2240,Inez Aird,47,F,2,Business Development,Asian,2.7,0
2240,2240,2241,Nathanael Malby,25,M,2,Product Management,Asian,3.7,1
2241,2241,2242,Fletcher Troup,56,M,3,Support,Other,2.3,0
2242,2242,2243,Flem Halladey,31,M,2,Support,Black,4.0,0
2243,2243,2244,Katey Moyce,27,F,1,Business Development,Other,4.0,1
2244,2244,2245,Gaby Wallwood,60,F,1,Business Development,Black,3.3,1
2245,2245,2246,Spenser Podmore,43,M,4,Support,Latino,1.0,1
2246,2246,2247,Fergus Loynes,56,M,2,Legal,Other,0.0,0
2247,2247,2248,Arch Beaushaw,22,M,4,Product Management,Other,3.7,1
2248,2248,2249,Louisette Yellop,26,F,5,Business Development,Latino,2.0,0
2249,2249,2250,Corny Vaughton,49,M,2,Services,Other,3.3,1
2250,2250,2251,Riannon Windross,21,F,2,Marketing,Other,1.3,1
2251,2251,2252,Cherye Bilborough,57,F,2,Human Resources,Black,1.7,0
2252,2252,2253,Dewain McCory,54,M,2,Research and Development,Asian,1.7,0
2253,2253,2254,Lonna Rowswell,43,F,3,Legal,Black,1.3,1
2254,2254,2255,Frank Lambdon,52,F,3,Accounting,Black,3.0,1
2255,2255,2256,Giustino Midghall,32,M,5,Training,Asian,2.3,0
2256,2256,2257,Cathe Ludovici,29,F,2,Research and Development,Other,3.7,0
2257,2257,2258,Nancy Denekamp,43,F,5,Marketing,White,1.3,1
2258,2258,2259,Morry Grisbrook,27,M,5,Training,Other,0.7,0
2259,2259,2260,Dwayne Shinn,22,M,3,Services,Asian,2.7,0
2260,2260,2261,Marco McFee,29,M,3,Business Development,White,1.7,0
2261,2261,2262,Lanie Gabby,26,F,1,Business Development,White,3.0,1
2262,2262,2263,Gina Benkhe,45,F,1,Business Development,Latino,3.0,1
2263,2263,2264,Hammad Philps,33,M,2,Human Resources,Asian,3.3,1
2264,2264,2265,Amabelle Rofe,45,F,4,Product Management,White,4.0,1
2265,2265,2266,Sonnie Szymonwicz,21,F,1,Legal,White,0.7,1
2266,2266,2267,Sella Wilfling,23,F,5,Support,Latino,1.3,0
2267,2267,2268,Rocky Heller,46,M,3,Training,Other,0.7,1
2268,2268,2269,Nadya Shalders,29,F,1,Human Resources,Latino,4.0,1
2269,2269,2270,Jacquenette Whitelaw,60,F,3,Research and Development,Asian,1.0,0
2270,2270,2271,Arline Hussell,59,F,3,Product Management,Black,3.0,1
2271,2271,2272,Maurise Fust,32,F,4,Engineering,White,0.7,1
